what,kind,bundleId,bundleVersion,description,time
java.vm.version,sysinfo,,,"20.0-b12",1340004152178
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1340004152180
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1340004153391
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1340004153394
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1340004153396
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1340004154327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004180417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004180455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004180499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004402803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004413702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004413739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004413766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004415350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004419936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1340004466313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004466321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004471904
started,bundle,com.android.ide.eclipse.ddms,17.0.0.v201203161636-291853,"com.android.ide.eclipse.ddms",1340004479615
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1340004480416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004480429
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340004485562
started,bundle,com.android.ide.eclipse.traceview,17.0.0.v201203161636-291853,"com.android.ide.eclipse.traceview",1340004485732
activated,view,org.eclipse.mylyn.tasks.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.tasks.ui.views.tasks",1340004486799
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340004486830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004515214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004529595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004536608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004543868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004550788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004552678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004556793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004558750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004562460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004576620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004578787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004686083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004690455
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1340004792440
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1340004792507
error,log,,,"Failed to load properties file for project 'HelloWorld'",1340004792586
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1340004792623
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1340004792642
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1340004793068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340004793153
