what,kind,bundleId,bundleVersion,description,time
activated,view,com.android.ide.eclipse.ddms,17.0.0.v201203161636-291853,"com.android.ide.eclipse.ddms.views.LogCatView",1340260174132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260176978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260184073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260194415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260195332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340260203770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260259620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260905888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260918776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260919479
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340260927353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260928887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260943480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260965479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260982641
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340260982719
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340260982759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340260985277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340261012054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340261013293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340261028814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340261034765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340261037665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340261154191
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340261169890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340261177541
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340261180186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340261191362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340261215781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340261223669
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1340261234509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340261235620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340261239887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261283349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261286628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261287364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340261294909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340261525308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340261545675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340261546491
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340261617280
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340261654920
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261711778
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261711994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261712186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261712365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261712555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261712716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261712888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261713080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261713443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340261713629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340261729374
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340261803839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340261823914
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340261825197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340261832216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340261835897
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340261846936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340261995734
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340261998710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340262009869
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340262084713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340262087940
