what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340785098311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340785098507
activated,view,com.android.ide.eclipse.ddms,17.0.0.v201203161636-291853,"com.android.ide.eclipse.ddms.views.LogCatView",1340785108274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340785162215
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340785172992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340785173855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340785183342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340785186923
activated,view,com.android.ide.eclipse.ddms,17.0.0.v201203161636-291853,"com.android.ide.eclipse.ddms.views.LogCatView",1340785196857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340785206086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340785232625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340785280805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340785284054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340786851497
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340786862203
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340786865687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340786875164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340786879257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340786908251
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1340786921614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340786943524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340786947864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340786951105
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340786953087
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340786958549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340786981093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340786983196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340786990007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340787000816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340787026106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340787032860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340787131432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340787135153
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340787136477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340787157563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340787160413
